CustomerId,PostalCode,HashCode,Firstname,rowNumber,Birthday,Gender,churn,terminate,PaymentMethod,totalTransaction,age
269,44502,yQjFRR1I,Babette,132,18JUL92:16:25:24,w,No,Yes,credit card,368.87911646,22
270,80619,dYdjH2uj,Scholastika,133,17DEC38:16:25:24,w,No,Yes,credit card,340.74494675,76
271,45063,joEpLf0I,Eva,134,20JUN62:16:25:24,w,No,Yes,credit card,590.73666188,52
272,46694,BtCY2Neh,Benjamin,587,07NOV74:16:25:24,m,No,No,credit card,971.45622198,40
273,73429,blsGaVg3,Valentin,588,22MAR68:16:25:24,m,No,No,credit card,146.6505305,46
274,87726,YI3zKILp,Josephine,135,06JUN79:16:25:24,w,No,Yes,credit card,328.39866657,35
275,28079,jHwjijNm,Christian,589,12MAR74:16:25:24,m,No,Yes,credit card,235.03828013,40
276,20520,CaZCagHV,Elisabeth,136,12MAY75:16:25:24,w,No,Yes,cash,182.45566951,39
277,69968,wZvgEvwM,Berthold,590,27APR68:16:25:24,m,No,No,credit card,517.78791655,46
278,40516,mcq4IyiE,Susanne,137,25JAN66:16:25:24,w,No,Yes,cash,534.74359727,48
279,73200,i2a9ZE9A,Alfons,591,31OCT58:16:25:24,m,No,Yes,credit card,586.26957169,56
280,61373,21jXDJXH,Josefine,138,28DEC96:16:25:24,w,Yes,No,cheque,252.99288915,18
281,42338,AkpK2ek7,Bernd,592,24MAY45:16:25:24,m,No,No,credit card,497.2283516,69
282,53600,3OjTesQd,Quirin,593,02APR86:16:25:24,m,No,No,credit card,515.79182207,28
283,46105,3OTKo0aH,Adolf,594,27JUN87:16:25:24,m,No,No,cheque,318.96249667,27
284,50302,Lsh1fsRZ,Katharina,139,13DEC40:16:25:24,w,No,Yes,cash,51.480358507,74
285,47605,5gcqkuAs,Bettina,140,09AUG59:16:25:24,w,No,Yes,cheque,271.37331907,55
286,36949,woLIg9Df,Reinhold,595,11FEB44:16:25:24,m,No,No,credit card,169.67576392,70
287,36516,Fz87IKuW,Caroline,141,18MAY55:16:25:24,w,Yes,No,cash,15.86436756,59
288,46064,4xMw6Flo,Matthias,596,16JUN73:16:25:24,m,No,No,credit card,425.36789719,41
289,25624,rUOCHd2E,Eva,142,10DEC50:16:25:24,w,No,No,credit card,54.460631253,64
290,54630,6jIToUwA,Magdalena,143,07OCT38:16:25:24,w,No,No,cash,363.73021099,76
291,36854,cSNIjLTA,Sophia,144,20DEC74:16:25:24,w,No,Yes,credit card,256.15380341,40
292,38249,pCUO5AGa,Ferdinand,597,25SEP82:16:25:24,m,No,No,cash,465.56291432,32
293,61079,eqzP2w4V,Martin,598,22JAN24:16:25:24,m,No,Yes,credit card,427.5565594,90
294,33974,4pEvG68d,Georg,599,19NOV85:16:25:24,m,Yes,No,credit card,220.10018429,29
295,66899,DiIeXlNJ,Maximilian,600,01DEC70:16:25:24,m,No,No,credit card,2.5,44
296,45249,Uo9Qy2M4,Johannes,601,19NOV79:16:25:24,m,No,No,credit card,126.61203852,35
297,70899,vedLoUod,Herbert,602,19NOV57:16:25:24,m,No,Yes,credit card,341.02337375,57
298,72315,2xbLvYQk,(Franz)Xaver,603,01FEB74:16:25:24,m,No,No,credit card,693.66892328,40
299,91189,TgZBAArX,Rosmarie,145,01SEP74:16:25:24,w,Yes,No,credit card,433.6551362,40
300,67613,xGqvVQV2,Gertrud,146,10AUG73:16:25:24,w,Yes,No,cash,325.83428775,41
301,46235,BqH79m89,Ottilie,147,29JUN74:16:25:24,w,No,Yes,credit card,380.25093372,40
302,52651,LdZvNRAt,Burgunde,148,28JUN77:16:25:24,w,No,No,credit card,264.05969788,37
303,44574,dbWSIwf2,Klothilde,149,20MAR80:16:25:24,w,No,Yes,credit card,355.22235637,34
304,50719,vaOkeJW0,Walburga,150,05NOV27:16:25:24,w,No,No,credit card,54.838491385,87
305,37813,vZ07uHX3,Georg,604,23JUL61:16:25:24,m,No,Yes,cash,305.25763632,53
306,54398,hNYTDtWL,Herbert,605,28DEC93:16:25:24,m,No,No,credit card,538.34538934,21
307,24693,vZ07uHX3,Alexander,606,29JUN67:16:25:24,m,No,No,credit card,384.40046389,47
308,44758,Zqrmm6Jw,Thomas,607,31MAY71:16:25:24,m,No,No,cash,489.46141366,43
309,39553,5MozbqJ4,Alois,608,01APR60:16:25:24,m,No,Yes,credit card,2.5,54
310,31650,6xb3RPor,Melchior,609,19SEP67:16:25:24,m,No,No,credit card,219.95370995,47
311,37704,i85Q2th4,Franziska,151,02JUN37:16:25:24,w,No,Yes,credit card,337.05858295,77
312,46399,qMrUdy5L,Maria,152,04JUN93:16:25:24,w,No,No,credit card,480.1863495,21
313,40678,KJ6hj6sI,Stefan,610,25JUN62:16:25:24,m,No,Yes,credit card,566.63828149,52
314,41306,znRJwkZk,Alexander,611,18APR59:16:25:24,m,No,No,cash,433.45022869,55
315,77994,wHh275mF,Maria,153,01APR49:16:25:24,w,No,Yes,cheque,191.67073145,65
316,64693,40xiWgv9,Sabine,154,01NOV58:16:25:24,w,No,No,credit card,18.360124311,56
317,49720,HjX4YiFL,Hartmut,612,30NOV96:16:25:24,m,No,No,cash,256.02271463,18
318,54095,ettsoaY5,Wilhelmine,155,04MAY95:16:25:24,w,Yes,No,credit card,320.35483952,19
319,51442,AbFUUDxr,Rosina,156,24OCT92:16:25:24,w,No,No,credit card,299.44506464,22
320,78779,8TyhrvGv,Josephine,157,06DEC49:16:25:24,w,No,Yes,cash,183.68970467,65
321,73779,crPUYdcS,Stefan,613,06JUN42:16:25:24,m,No,No,credit card,566.33574471,72
322,67998,CM3V0ou3,Silvester,614,08JUL70:16:25:24,m,No,No,cash,699.94430679,44
323,65338,lDWNCoE1,Johanna,158,28JAN96:16:25:24,w,No,Yes,cheque,2.5,18
324,68530,wJuasCGW,Gertraud,159,01MAR75:16:25:24,w,No,Yes,credit card,298.92735618,39
325,33295,MIEAsPbM,Silvester,615,28JUN87:16:25:24,m,No,No,cash,270.52482637,27
326,57985,fCOAG56c,Katharina,160,26FEB97:16:25:24,w,No,No,credit card,302.38716205,17
327,66980,oDpMToNk,Christina,161,22OCT36:16:25:24,w,No,Yes,credit card,392.07355985,78
328,54628,7xDlBkHr,Gertrud,162,22MAY68:16:25:24,w,No,Yes,credit card,206.01563393,46
329,67996,ZTyyUGup,Fidelius,616,14FEB24:16:25:24,m,No,Yes,credit card,530.29654269,90
330,49659,XMDsRKKc,Martin,617,19OCT58:16:25:24,m,Yes,No,cash,438.79814502,56
331,25174,W0Sz5GCv,Mathilde,163,04JUN76:16:25:24,w,No,No,credit card,230.29062338,38
332,66955,ASSm0Gw4,Creszenzia,164,12SEP83:16:25:24,w,No,No,credit card,674.64081731,31
333,65466,Mqvdh12w,Matthias,618,04DEC72:16:25:24,m,No,Yes,credit card,648.24861559,42
334,89598,3UkCKVjJ,Rupert,619,23JUN67:16:25:24,m,No,Yes,cash,277.89665627,47
335,85366,akWNQl4e,Benjamin,620,16SEP65:16:25:24,m,Yes,No,credit card,280.84806989,49
336,54585,IflVtKHF,Christoph,621,20FEB80:16:25:24,m,No,No,credit card,333.72302288,34
337,58826,ZYsjhFn3,Sebastian,622,22APR61:16:25:24,m,No,Yes,cash,375.95684738,53
338,63490,ZFaQjitd,Notburga,165,10OCT95:16:25:24,w,No,No,credit card,369.35559131,19
339,46321,xE1iyLHy,Eva,166,25MAR68:16:25:24,w,No,Yes,credit card,6.1062254851,46
340,72804,n9xZIo4a,Blasius,623,07NOV60:16:25:24,m,No,No,credit card,492.15396516,54
341,53175,Kq90bhm1,Gottfried,624,30JAN50:16:25:24,m,No,No,credit card,758.61941152,64
342,69314,T4rOqdyp,Rosina,167,20MAR84:16:25:24,w,No,No,credit card,140.16105069,30
343,32350,fAf0KV8h,Antonia,168,15FEB62:16:25:24,w,No,Yes,credit card,798.35425927,52
344,32949,s4mJquiX,Georgine,169,04JUN38:16:25:24,w,No,Yes,cash,257.38748547,76
345,94207,BuEY7Tpn,Gregor,625,26JUN48:16:25:24,m,No,No,credit card,2.5,66
346,51967,3rgi5H7g,Joseph,626,19MAY79:16:25:24,m,No,Yes,credit card,548.67813208,35
347,20801,28Rviqp0,Mathias,627,10JUN86:16:25:24,m,No,Yes,credit card,30.190915603,28
348,51712,ih6RmUWh,Fidelius,628,02APR72:16:25:24,m,No,No,credit card,385.19663059,42
349,60265,w92VXAun,Gottfried,629,01OCT80:16:25:24,m,No,No,credit card,341.93038908,34
350,25041,zNxS6ml5,Adolf,630,15JAN90:16:25:24,m,No,No,credit card,728.17638995,24
351,95836,4fx76BIW,Waltraud,170,06JUN64:16:25:24,w,No,Yes,credit card,174.3672387,50
352,52397,fTCWPuYd,Magdalena,171,17MAY37:16:25:24,w,No,Yes,credit card,327.57099557,77
353,52628,6eSYlIJJ,Reinhold,631,03SEP72:16:25:24,m,No,No,credit card,645.47326316,42
354,20069,hFr4nhjX,Franz,632,28MAY42:16:25:24,m,No,No,credit card,566.20106581,72
355,67346,0JbDpFTI,Quirin,633,27MAY70:16:25:24,m,No,No,credit card,408.67698479,44
356,46361,P2HEkPoi,Irmgard,172,03JAN70:16:25:24,w,Yes,No,cash,371.43347717,44
357,43807,YEYnfgDQ,Ursula,173,25AUG93:16:25:24,w,No,No,credit card,123.01856932,21
358,70427,S5jIf47v,Matthias,634,08DEC95:16:25:24,m,No,No,credit card,421.96380686,19
359,35235,DlHE0KbG,Christoph,635,08MAY60:16:25:24,m,No,Yes,cash,2.5,54
360,55511,uGdg8HuX,Andreas,636,20JUL67:16:25:24,m,No,No,credit card,564.87347136,47
361,57638,Eaix7H1b,Margarete,174,02MAY31:16:25:24,w,Yes,No,credit card,251.54092123,83
362,48902,hJV6pIKL,Roswitha,175,24DEC90:16:25:24,w,No,No,credit card,403.25923726,24
363,28556,wPGhhnoA,Christoph,637,16AUG94:16:25:24,m,No,No,cheque,729.20256803,20
364,67547,GkaDlXFS,Blasius,638,27DEC45:16:25:24,m,No,Yes,cash,117.50518483,69
365,29795,CSooRpLP,Adalbert,639,22AUG71:16:25:24,m,No,No,credit card,877.57004694,43
366,45238,71vABnjs,Leonhard,640,16DEC74:16:25:24,m,No,No,credit card,381.70517566,40
367,80550,ZSgbd3KQ,Christoph,641,15JAN41:16:25:24,m,No,No,cheque,95.929903872,73
368,52403,mKaYvZby,Stefan,642,18MAR64:16:25:24,m,No,No,credit card,17.320136553,50
369,57958,210LCbHt,Edmund,643,14AUG91:16:25:24,m,No,No,cash,448.20787212,23
370,36222,X7hsubnG,Mathias,644,25JUN93:16:25:24,m,No,No,credit card,450.99802132,21
371,73650,EHE63QaR,Peter,645,09APR66:16:25:24,m,No,Yes,cheque,192.81589221,48
372,61146,BHRbmBG0,Barbara,176,07NOV73:16:25:24,w,Yes,No,credit card,196.58700758,41
373,38658,fh9NmHbn,Joachim,646,05JUL90:16:25:24,m,No,No,credit card,212.0893635,24
374,37038,YkGqEBcY,Creszenzia,177,04FEB93:16:25:24,w,No,No,credit card,177.90981171,21
375,70061,GpAxlaQf,Manfred,647,03JUN49:16:25:24,m,No,No,credit card,14.491186837,65
376,66735,i3cyYO5T,Mathias,648,02MAR75:16:25:24,m,No,Yes,cash,624.65512657,39
377,38337,FlWk4pc0,Leonhard,649,01NOV33:16:25:24,m,No,Yes,credit card,323.24422424,81
378,32502,GlXuIBNN,Sophie,178,07SEP75:16:25:24,w,No,Yes,cash,122.12175927,39
379,76498,cabmK8ni,Annemarie,179,02JUN66:16:25:24,w,No,Yes,credit card,428.08427717,48
380,40211,vTa5gtGB,Marinus,650,02SEP28:16:25:24,m,No,Yes,cash,395.54798071,86
381,38748,35KT5qKJ,Kaspar,651,24MAY87:16:25:24,m,No,No,cheque,556.5399575,27
382,46792,qzwNDfQU,Maria,180,15NOV44:16:25:24,w,Yes,No,credit card,272.44229827,70
383,55746,wHh275mF,Lorenz,652,31JUL95:16:25:24,m,No,No,credit card,383.52233231,19
384,30813,IaV8LWhH,Lukas,653,15JAN96:16:25:24,m,No,No,credit card,867.8543826,18
385,71442,D0x9RSKN,Elisabeth,181,20JAN74:16:25:24,w,No,Yes,credit card,371.35651623,40
386,51590,z8mF5Azh,Engelbert,654,07JUL23:16:25:24,m,No,Yes,credit card,2.5,91
387,31324,UkAvVEOR,Elisabeth,182,11NOV91:16:25:24,w,Yes,No,cash,220.28509505,23
388,65409,QTnxSy2W,Kreszentia,183,18JUL77:16:25:24,w,No,Yes,cash,351.60580242,37
389,63963,dgBsdhp8,Hartmut,655,01MAY56:16:25:24,m,No,No,credit card,650.75289076,58
390,42483,HjpQwvBx,Franziska,184,21JUN62:16:25:24,w,No,Yes,credit card,250.40104838,52
391,40497,OUAcaGfJ,Benjamin,656,07JAN51:16:25:24,m,No,Yes,cash,273.53755051,63
392,59976,U6X1rqgu,Manfred,657,21JUL91:16:25:24,m,No,No,cash,759.34455619,23
393,70119,BaDIalu0,Rosmarie,185,29JAN81:16:25:24,w,No,Yes,cash,379.72715176,33
394,44066,dWyMpK2O,Alois,658,05JAN90:16:25:24,m,No,Yes,credit card,142.44258836,24
395,38982,rslIqHw5,Joseph,659,08APR69:16:25:24,m,No,No,cash,2.5,45
396,37202,Q3hYvLDE,Bernhard,660,18FEB59:16:25:24,m,No,No,credit card,768.63716651,55
397,52545,vtqPRomS,Quirin,661,29JUL53:16:25:24,m,No,No,credit card,293.85589694,61
398,61923,XmWeSHa3,Georgine,186,03NOV92:16:25:24,w,No,No,credit card,86.194037693,22
399,28283,mLVdYdBO,Walburga,187,10JUL57:16:25:24,w,No,Yes,credit card,255.3178493,57
400,93646,sgulbWJH,Christian,662,30JUL62:16:25:24,m,No,No,credit card,282.45040156,52
401,46955,cTZLWxxP,Gertraud,188,26NOV80:16:25:24,w,No,No,cash,246.55670847,34
402,50636,vQJOJWtc,Vinzenz,663,18SEP57:16:25:24,m,No,Yes,cash,518.90411429,57
403,48136,6G4zWWkD,Florian,664,22SEP52:16:25:24,m,No,No,credit card,498.50997039,62
404,34665,pCaMBaG6,Wolfram,665,07JUN22:16:25:24,m,No,Yes,credit card,324.88899378,92
405,26207,xNG27YQ2,Margaret,189,27MAY69:16:25:24,w,No,Yes,credit card,86.185950202,45
406,47276,TrAH1gPk,Johanna,190,02JAN60:16:25:24,w,No,Yes,credit card,173.98981433,54
407,30778,XCpo5Tzh,Florian,666,06OCT58:16:25:24,m,No,Yes,cash,36.081446264,56
408,43360,Lizi5rSf,Christoph,667,13SEP93:16:25:24,m,No,No,cash,662.13184028,21
409,70849,OeIR5JWQ,Gottfried,668,10APR72:16:25:24,m,No,No,credit card,920.72668194,42
410,32114,VnnvzNUc,Alfons,669,02JUL83:16:25:24,m,No,Yes,credit card,296.647324,31
411,65906,FHr5Ot68,Joseph,670,10SEP91:16:25:24,m,No,No,cheque,232.67444352,23
412,42444,tAQsnNjn,Johanna,191,16MAR97:16:25:24,w,No,Yes,credit card,445.34435702,17
413,46243,kBtGPHli,Alfons,671,23MAY47:16:25:24,m,No,No,credit card,541.72309504,67
414,67865,rslIqHw5,Victoria,192,31MAR40:16:25:24,w,Yes,No,credit card,270.96042636,74
415,52448,ZdHwvfCs,Elisabeth,193,04JAN65:16:25:24,w,No,Yes,credit card,299.65075789,49
416,55026,nM1wa8nb,Mathias,672,21JUN70:16:25:24,m,No,Yes,cash,450.00725421,44
417,41807,6D2VeM7T,Johann,673,29MAY38:16:25:24,m,No,Yes,cash,722.69125551,76
418,39688,M0KFbg7V,Georg,674,01NOV61:16:25:24,m,No,Yes,cash,251.75299822,53
419,73947,WMQcB9Hn,Andreas,675,29MAR38:16:25:24,m,No,No,credit card,186.36122109,76
420,39258,imGPIAIz,Gertraud,194,02FEB34:16:25:24,w,No,No,credit card,315.01568634,80
421,63834,Iw9t9jxM,Dionysius,676,03MAR73:16:25:24,m,Yes,No,cash,2.5,41
422,46446,u5RyRaRh,Christian,677,10MAY48:16:25:24,m,No,Yes,cash,421.23688659,66
423,21946,QKhGQTq6,Caroline,195,01NOV62:16:25:24,w,Yes,No,credit card,110.74300444,52
424,48646,FjCT7NF8,Augusta,196,25JUN85:16:25:24,w,No,No,credit card,328.09152601,29
425,51849,PEjNsxdD,Thomas,678,26APR37:16:25:24,m,No,No,credit card,205.39760485,77
426,48379,gkPbGRmx,Remigius,679,20MAR56:16:25:24,m,No,No,credit card,783.39620773,58
427,41684,KKZLUbvs,Sebastian,680,16MAY60:16:25:24,m,No,No,credit card,927.85402438,54
428,60421,GofO3xGl,Anna,197,26NOV85:16:25:24,w,No,No,credit card,66.926614168,29
429,26225,wHh275mF,Waltraud,198,01NOV94:16:25:24,w,No,No,credit card,64.76438767,20
430,52388,KGVlpn8K,Quirin,681,20APR77:16:25:24,m,No,No,credit card,2.5,37
431,75968,KYmSR2vE,Silvester,682,21SEP44:16:25:24,m,No,Yes,cash,179.10977651,70
432,59994,lipDk8MI,Siegfried,683,11AUG82:16:25:24,m,No,No,credit card,401.29038282,32
433,70285,1DV3f83o,Martin,684,23JUN35:16:25:24,m,No,Yes,credit card,309.66163811,79
434,45239,tCO5Wx5Y,Alexander,685,10OCT67:16:25:24,m,No,No,credit card,2.5,47
435,39535,M4f7DRys,Benno,686,12APR87:16:25:24,m,No,No,credit card,35.881212407,27
436,59980,C5g6ifZj,Margaret,199,04FEB64:16:25:24,w,No,Yes,cash,116.841748,50
437,60443,R9s3bCKc,Marlene,200,22AUG92:16:25:24,w,No,No,credit card,241.79365521,22
438,53322,dXngQAKL,Lorenz,687,23JUL57:16:25:24,m,No,No,credit card,2.5,57
439,67456,3p6Q9p9B,Balthasar,688,29JUL37:16:25:24,m,No,Yes,credit card,423.11157213,77
440,78741,JN5vTby9,Susanne,201,04OCT74:16:25:24,w,No,Yes,cash,207.66400089,40
441,74109,bxF6fwXj,Alfons,689,21OCT79:16:25:24,m,No,No,credit card,138.32994331,35
442,71592,YvVWet3Y,Hannelore,202,03MAY65:16:25:24,w,No,Yes,credit card,2.5,49
443,76001,hIoHR9yD,Matthias,690,14AUG46:16:25:24,m,No,No,credit card,666.24995774,68
444,63378,OPkZVDS3,Ursula,203,05JUN70:16:25:24,w,No,No,credit card,410.97765573,44
445,20964,pXvDL0bK,Rupert,691,28MAR90:16:25:24,m,No,No,credit card,421.8963003,24
446,91024,Zgw914sP,Fridolin,692,27SEP55:16:25:24,m,No,Yes,cash,41.574583667,59
447,56572,1UOUsi3Z,Anna,204,17FEB80:16:25:24,w,No,No,credit card,331.75127668,34
448,58427,4HY6rffO,Wilhelmine,205,11NOV46:16:25:24,w,Yes,No,credit card,394.86723619,68
449,47168,LdZvNRAt,Johann,693,26MAY95:16:25:24,m,No,No,credit card,142.02441391,19
450,48117,NAdFk1Tr,Valentin,694,16AUG52:16:25:24,m,No,No,credit card,421.62395824,62
451,41669,twPKVhgh,Georg,695,06APR65:16:25:24,m,No,No,credit card,565.0227559,49
452,13826,9ntGGAsv,Christoph,696,15FEB60:16:25:24,m,No,No,credit card,1103.6462534,54
453,52371,N0kWz600,Jakob,697,24SEP76:16:25:24,m,No,No,credit card,465.37555961,38
454,47336,vponIBAp,Lorenz,698,23JUL70:16:25:24,m,No,Yes,cash,355.24039869,44
455,57030,20oBj60n,Stephan,699,11SEP61:16:25:24,m,Yes,No,cheque,416.90722866,53
456,77099,K2e75GKd,Rosemarie,206,11DEC62:16:25:24,w,No,Yes,credit card,520.08733167,52
457,47943,mKShmzZe,Cäcilie,207,11SEP51:16:25:24,w,No,Yes,credit card,47.486036929,63
458,40398,BUkdkv7j,Johannes,700,06MAY62:16:25:24,m,No,Yes,cash,57.309392001,52
459,73759,7LD5QKiB,Annemarie,208,23NOV47:16:25:24,w,Yes,No,credit card,199.76521169,67
460,50292,7vZ8bVca,Roswitha,209,22OCT59:16:25:24,w,No,Yes,credit card,268.6983685,55
461,56261,fUkuoOrN,Edmund,701,09JAN44:16:25:24,m,Yes,No,cash,488.04749262,70
462,35004,HWWTBf6e,Bernadette,210,26JUN69:16:25:24,w,Yes,No,credit card,418.30589588,45
463,46624,Ek3zONY4,Kreszentia,211,03JAN44:16:25:24,w,No,Yes,credit card,212.5892499,70
464,42410,lsbbuWoz,Vinzenz,702,14JUL65:16:25:24,m,No,Yes,credit card,118.83376116,49
465,66872,y1nBm0uq,Lieselotte,212,09SEP54:16:25:24,w,No,Yes,credit card,329.65752006,60
466,32125,GL3EKIXB,Maximilian,703,18MAY59:16:25:24,m,No,No,credit card,482.47232373,55
467,58135,BN3befSs,Magdalena,213,31DEC95:16:25:24,w,No,Yes,credit card,36.862616772,19
468,38400,H8tTp8Ky,Walburga,214,20AUG94:16:25:24,w,No,No,credit card,229.81876047,20
469,40672,6ZvYkAYA,Gertrud,215,31OCT94:16:25:24,w,No,No,credit card,415.86137108,20
470,21371,qIpY340n,Vinzenz,704,07JAN78:16:25:24,m,No,No,credit card,759.62358354,36
471,49575,RWDVb00w,Reinhard,705,18OCT86:16:25:24,m,Yes,No,cheque,391.00714931,28
472,31231,OiMvd9Yc,Antonia,216,23SEP95:16:25:24,w,No,No,credit card,599.61820229,19
473,31454,ELmyVSAi,Stephan,706,16JUN55:16:25:24,m,No,Yes,cash,138.85355172,59
474,48009,yejS1Mzo,Scholastika,217,14AUG95:16:25:24,w,No,No,credit card,470.41668937,19
475,51324,85IIDJb3,Eva,218,13NOV77:16:25:24,w,No,Yes,credit card,101.66378056,37
476,46428,82BIkDkP,Leonhard,707,07APR67:16:25:24,m,No,No,credit card,572.48655108,47
477,69865,qDo9W06U,Leopold,708,22MAR62:16:25:24,m,No,No,credit card,981.38148836,52
478,60330,2FlbPxHF,Christian,709,24DEC57:16:25:24,m,No,Yes,cash,157.54850537,57
479,29221,NNbROgIt,Matthäus,710,07NOV78:16:25:24,m,No,No,credit card,669.70352782,36
480,24440,xQwke1qY,Kunigunde,219,30DEC84:16:25:24,w,No,No,credit card,437.63583113,30
481,58540,XP8VoIk5,Sebastian,711,25SEP81:16:25:24,m,No,No,credit card,643.45711358,33
482,52955,AkJfkAuf,Ferdinand,712,16AUG41:16:25:24,m,No,Yes,cash,166.66505394,73
483,47613,x1n8swtd,Simon,713,11NOV42:16:25:24,m,No,No,credit card,26.469482133,72
484,45567,F6yRqbEo,Matthias,714,21JUL64:16:25:24,m,No,No,credit card,434.46977668,50
485,38455,3WW2RIh0,Laurentius,715,02JUL36:16:25:24,m,Yes,No,credit card,108.68099956,78
486,24685,1aFqs1yO,Ferdinand,716,22MAY92:16:25:24,m,No,No,cash,595.40737726,22
487,40852,UXNDaquE,Scholastika,220,02DEC84:16:25:24,w,No,Yes,cash,215.40717712,30
488,69484,yk7RmqC3,Cäcilia,221,04MAR67:16:25:24,w,No,Yes,credit card,252.04072524,47
489,54133,FFHYrq2R,Barbara,222,10OCT94:16:25:24,w,No,No,credit card,399.75435269,20
490,45103,wQjEDrl8,Antonia,223,14JUN50:16:25:24,w,Yes,No,cheque,264.86545883,64
491,34190,vmqGVieR,Silvester,717,21SEP89:16:25:24,m,No,Yes,credit card,611.15715725,25
492,81622,gu5K6PC0,Katrin,224,06AUG47:16:25:24,w,Yes,No,credit card,212.55815897,67
493,70974,C6zIFfnV,Eustachius,718,31OCT90:16:25:24,m,No,No,credit card,145.5363556,24
494,45689,fYcLN1ti,Mathilde,225,06APR69:16:25:24,w,No,Yes,credit card,114.81651138,45
495,65625,Lv6bHYMT,Peter,719,24MAR84:16:25:24,m,No,No,credit card,534.32363329,30
496,49005,wHh275mF,Waltraud,226,19AUG41:16:25:24,w,No,Yes,cash,312.68485511,73
497,59033,HudYaD06,Konrad,720,07APR35:16:25:24,m,Yes,No,cash,347.90971845,79
498,18418,q0dOHlRd,Leopold,721,21JUN67:16:25:24,m,No,No,credit card,624.80747772,47
499,58885,FHALZCAu,Katrin,227,30MAR45:16:25:24,w,No,No,cash,487.69012475,69
500,15607,ygcF4CO1,Josefine,228,09SEP58:16:25:24,w,No,Yes,cheque,559.88583493,56
501,58176,IJ5eIqCU,Barbara,229,31AUG86:16:25:24,w,No,No,credit card,201.42014818,28
502,89514,1ku04YJG,Therese,230,20NOV88:16:25:24,w,No,No,cash,206.83807768,26
503,60348,bGdHEYeB,Elisabeth,231,04MAR76:16:25:24,w,No,Yes,credit card,330.75255548,38
504,19635,hWWsbvFV,Josefa,232,23AUG74:16:25:24,w,Yes,No,credit card,216.19185125,40
505,46792,eWjS5w8b,Michael,722,22SEP37:16:25:24,m,No,Yes,credit card,97.33124132,77
506,46349,SMstnaz9,Ignaz,723,12JUL79:16:25:24,m,No,Yes,cash,396.82065664,35
507,31280,80PGKjhR,Katharina,233,11APR61:16:25:24,w,No,Yes,cash,172.4547301,53
508,44756,xj6Zgj6j,Ottilie,234,16SEP56:16:25:24,w,No,Yes,credit card,166.83945624,58
509,63209,C5g6ifZj,Victoria,235,09MAR91:16:25:24,w,No,No,credit card,390.99992975,23
510,57550,LoJIg9Xc,Sabine,236,20NOV42:16:25:24,w,No,Yes,credit card,148.43928257,72
511,70441,aCo8NJCD,(Franz)Xaver,724,02FEB56:16:25:24,m,No,No,credit card,288.5426995,58
512,51710,OZ36TOSi,Edeltraud,237,20OCT96:16:25:24,w,No,Yes,credit card,272.93249469,18
513,41669,BjATVOv7,Burgunde,238,27JAN67:16:25:24,w,No,Yes,cash,260.17013376,47
514,31894,AIOIGQsl,Franz,725,04MAR73:16:25:24,m,No,Yes,cash,160.46432582,41
515,57822,YbRWLBNt,Georg,726,23MAR55:16:25:24,m,No,No,credit card,371.51581441,59
516,48691,TkTaU6Ei,Vitus,727,22MAR95:16:25:24,m,No,No,credit card,130.64333351,19
517,41464,MFEnh7bK,Notburga,239,17JUL95:16:25:24,w,No,No,credit card,206.08769771,19
518,42002,ocLvIKIN,Hannes,728,09OCT60:16:25:24,m,Yes,No,credit card,407.33137999,54
519,53455,qfqG0jwP,Eduard,729,11FEB70:16:25:24,m,No,No,credit card,430.08960377,44
520,57398,mC1mXZvF,Alois,730,16AUG80:16:25:24,m,No,No,credit card,2.5,34
521,58218,cD0f3l1e,Albert,731,26JUN85:16:25:24,m,No,No,cash,459.64045751,29
522,41219,RXev5Ebs,Marinus,732,11JAN36:16:25:24,m,No,Yes,credit card,225.53019653,78
523,61552,Ge78zAAF,Sabine,240,25MAR84:16:25:24,w,No,Yes,cash,149.81614935,30
524,30761,bGVBf0fv,Christoph,733,22MAR63:16:25:24,m,No,No,credit card,616.01861734,51
525,39409,HvzpxffH,Magdalena,241,04JUL74:16:25:24,w,No,Yes,credit card,265.23147019,40
526,46263,sST2q5dY,Bettina,242,09SEP33:16:25:24,w,No,Yes,credit card,170.20397207,81
527,22022,txwqlFrx,Georg,734,20SEP73:16:25:24,m,No,No,credit card,390.24074442,41
528,37031,5HsKGpu7,Gertrud,243,10APR60:16:25:24,w,No,Yes,cash,42.711153107,54
529,56543,IL0FQwuT,Wolfram,735,19JUL85:16:25:24,m,No,No,credit card,487.53397153,29
530,69146,KznIZlsO,Verena,244,10OCT26:16:25:24,w,No,Yes,credit card,148.083014,88
531,42652,biBvW212,Rosina,245,21AUG77:16:25:24,w,No,Yes,credit card,19.770541254,37
532,46949,27GuyYYU,Babette,246,13NOV93:16:25:24,w,No,No,credit card,374.00944107,21
533,24239,F72y4CHK,Hartmut,736,15APR76:16:25:24,m,No,Yes,cash,2.5,38
534,56200,qfqG0jwP,Christoph,737,11JUL58:16:25:24,m,Yes,No,cheque,24.397708655,56
535,60428,jgTEURan,Korbinian,738,31JUL41:16:25:24,m,No,No,cash,349.05273155,73
536,24270,XhDRv5mi,Antonia,247,10JUN58:16:25:24,w,No,Yes,credit card,442.97078337,56
537,76387,pM6ncCcg,Alois,739,16APR77:16:25:24,m,No,No,cash,741.55669438,37
